_fila_extraida,Nro Inscripción,Período,Operador,Bandera,Fecha de baja,CUIT,Tipo Negocio,Dirección,Localidad,Provincia,Producto,Canal de Comercialización,Precio sin impuestos,Precio con impuestos,Volumen,Precio surtidor,NO Movimientos,Excentos,Impuesto Combustible Líquidos,Impuesto Dióxido Carbono,Tasa Vial,tasa Municipal,Ingresos Brutos,Iva,Fondo fiduciario GNC
214379,4653,2025/10,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,1096.01,1571.00,107.90,1571.00,NO,0,230.69,14.13,0,0,0,230.16,0
214380,4653,2025/10,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Gas Oil Grado 3,Al público,1393.73,1888.00,6.00,1888.00,NO,0,180.96,20.62,0,0,0,292.68,0
214483,2951,2025/10,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Gas Oil Grado 3,Al público,1246.02,1780.00,86.65,1780.00,NO,0,182.09,20.75,0,0,0,331.22,0
214484,2951,2025/10,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,1182.76,1742.00,29.16,1742.00,NO,0,230.70,14.13,0,0,0,314.41,0
214485,2951,2025/10,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,1010.54,1524.00,253.11,1524.00,NO,0,230.70,14.13,0,0,0,268.63,0
214486,2951,2025/10,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Gas Oil Grado 2,Al público,1061.63,1550.00,165.45,1550.00,NO,0,185.07,21.09,0,0,0,282.21,0
215081,563,2025/10,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,GNC,Al público,577.69,699.00,99904.50,699.00,NO,0,0,0,0,0,0,121.31,10.81
215084,563,2025/10,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1208.36,1706.95,145.86,1770.00,NO,0,230.70,14.13,0,0,0,253.76,0
215086,563,2025/10,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,1010.35,1467.35,259.40,1539.00,NO,0,230.70,14.13,0,0,0,230.70,0
215087,563,2025/10,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Gas Oil Grado 2,Al público,1047.69,1465.14,295.88,1573.00,NO,0,182.83,20.84,0,0,0,220.02,0
215090,563,2025/10,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Gas Oil Grado 3,Al público,1219.25,1662.34,302.13,1705.00,NO,0,167.90,19.13,0,0,0,256.04,0
216344,6644,2025/10,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1260.30,1769.40,125.11,1790.00,NO,0,230.72,13.72,0,0,0,264.66,0
216345,6644,2025/10,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Gas Oil Grado 3,Al público,1254.03,1712.56,296.06,1711.00,NO,0,176.44,18.74,0,0,0,264.08,0
216346,6644,2025/10,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,1079.10,1550.19,292.51,1577.00,NO,0,230.74,13.73,0,0,0,226.61,0
216349,6644,2025/10,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Gas Oil Grado 2,Al público,1099.39,1533.02,708.93,1567.00,NO,0,183.35,19.41,0,0,0,230.87,0
216351,6644,2025/10,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,GNC,Al público,544.58,672.00,146809.00,672.00,NO,0,0,0,0,0,0,114.36,13.06
216421,1907,2025/10,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1250.55,1758.00,50.63,1758.00,NO,0,230.70,14.13,0,0,0,262.62,0
216422,1907,2025/10,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Gas Oil Grado 3,Al público,1296.83,1772.00,71.98,1772.00,NO,0,182.09,20.75,0,0,0,272.33,0
216423,1907,2025/10,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Gas Oil Grado 2,Al público,1127.96,1571.00,80.21,1571.00,NO,0,185.07,21.09,0,0,0,236.87,0
216424,1907,2025/10,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,1062.12,1530.00,208.93,1530.00,NO,0,230.70,14.13,0,0,0,223.05,0
218090,723,2025/11,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Gas Oil Grado 2,Al público,1453.09,1675.00,50.10,1675.00,NO,0,199.20,22.71,18.23,0,0,248.36,0
218091,723,2025/11,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Gas Oil Grado 3,Al público,1524.96,1842.00,38.65,1842.00,NO,0,294.34,33.56,19.08,0,0,260.65,0
218092,723,2025/11,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Nafta (súper) entre 92 y 95 Ron,Al público,1381.28,1676.00,176.85,1676.00,NO,0,277.72,17.01,19.19,0,0,235.69,0
218093,723,2025/11,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1634.28,1929.00,79.39,1929.00,NO,0,277.72,17.01,23.14,0,0,278.77,0
218094,723,2025/11,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,GNC,Al público,446.34,549.00,82619.00,549.00,NO,0,0,0,0,0,0,93.73,9.18
220706,9641,2025/11,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1378.00,1946.00,5.59,2039.00,NO,0,294.09,18.02,0,0,0,289.38,0
220707,9641,2025/11,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Nafta (súper) entre 92 y 95 Ron,Al público,1146.00,1665.00,20.20,1729.00,NO,0,294.09,18.02,0,0,0,240.66,0
220708,9641,2025/11,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Gas Oil Grado 2,Al público,1268.00,1742.00,35.46,1825.00,NO,0,212.75,24.25,0,0,0,266.28,0
220709,9641,2025/11,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Gas Oil Grado 3,Al público,1493.00,2014.00,18.95,2080.00,NO,0,212.75,24.25,0,0,0,313.53,0
220942,104,2025/11,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1445.95,1960.43,84.97,1999.00,NO,0,244.39,14.97,0,0,27.08,226.04,0
220943,104,2025/11,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,1181.42,1659.08,164.16,1697.00,NO,0,244.39,14.97,0,0,23.72,194.58,0
220944,104,2025/11,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Gas Oil Grado 3,Al público,1487.86,1963.34,62.63,1999.00,NO,0,188.10,21.44,0,0,26.95,239.00,0
220945,104,2025/11,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Gas Oil Grado 2,Al público,1262.95,1701.79,11.99,1730.00,NO,0,191.40,21.82,0,0,23.52,202.11,0
222534,683,2025/11,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,1160.89,1664.03,114.29,1743.00,NO,0,230.70,14.13,0,0,0,188.72,0
222535,683,2025/11,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,1376.40,1924.80,33.12,1991.00,NO,0,230.70,14.13,0,0,0,222.44,0
222536,683,2025/11,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Gas Oil Grado 2,Al público,1236.18,1707.33,8.19,1772.00,NO,0,186.56,21.26,0,0,0,202.77,0
222537,683,2025/11,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Gas Oil Grado 3,Al público,1440.41,1952.23,14.77,1999.00,NO,0,187.97,20.63,0,0,0,232.73,0
223049,475,2025/11,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,GNC,Al público,486.99,599.00,120194.00,599.00,NO,0,0,0,0,0,0,102.27,9.52
223050,475,2025/11,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1140.71,1703.00,66.89,1826.00,NO,0,277.72,17.01,23.14,0,0,239.55,0
223051,475,2025/11,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Gas Oil Grado 3,Al público,958.83,1637.00,37.10,1733.00,NO,0,294.34,33.56,19.08,0,0,201.35,0
223052,475,2025/11,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Gas Oil Grado 2,Al público,901.55,1505.00,50.62,1505.00,NO,0,199.20,22.71,18.23,0,0,189.32,1420.00
223053,475,2025/11,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Nafta (súper) entre 92 y 95 Ron,Al público,1080.00,1613.00,219.05,1613.00,NO,0,277.72,17.01,19.19,0,0,198.55,0
223718,2298,2025/11,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Gas Oil Grado 2,Al público,1166.31,1626.94,141.04,1697.00,NO,0,193.64,22.07,0,0,0,244.93,0
223719,2298,2025/11,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,1094.20,1582.38,327.02,1633.00,NO,0,243.48,14.92,0,0,0,229.78,0
223720,2298,2025/11,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Gas Oil Grado 3,Al público,1303.03,1774.84,129.06,1860.00,NO,0,177.90,20.28,0,0,0,273.64,0
223721,2298,2025/11,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Kerosene,Al público,981.90,1473.00,1.71,1473.00,NO,0,255.74,29.16,0,0,0,206.20,0
223722,2298,2025/11,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1293.24,1823.18,76.07,1874.00,NO,0,243.45,14.91,0,0,0,271.58,0
223723,2298,2025/11,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,GNC,Al público,726.45,879.00,126960.00,879.00,NO,0,0,0,0,0,0,152.55,0
223989,3978,2025/11,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,1106.13,1608.84,56.31,1665.00,NO,0,244.39,14.97,0,0,11.06,232.28,0
223990,3978,2025/11,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Gas Oil Grado 2,Al público,1168.03,1636.55,48.49,1679.00,NO,0,189.91,22.71,0,0,11.68,245.28,0
223991,3978,2025/11,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,1282.58,1824.11,5.74,1887.00,NO,0,244.39,14.97,0,0,12.83,269.34,0
223992,3978,2025/11,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Gas Oil Grado 3,Al público,1333.03,1835.63,20.89,1894.00,NO,0,187.91,22.02,0,0,13.33,279.93,0
225767,1036,2025/11,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 3,Al público,1283.62,1777.62,162.13,1846.00,NO,1,183.37,20.89,20.62,0,0,270.65,0
225768,1036,2025/11,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 2,Al público,1124.65,1585.06,19.84,1676.00,NO,0,184.48,21.03,17.80,0,0,233.65,0
225769,1036,2025/11,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1282.91,1831.14,183.07,1911.00,NO,0,243.34,14.92,20.53,0,0,269.41,0
225770,1036,2025/11,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,1105.47,1613.67,325.00,1685.00,NO,0,243.35,14.92,17.65,0,0,231.71,0
225771,1036,2025/11,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,GNC,Al público,539.37,674.29,91813.90,696.00,NO,0,0,0,8.63,0,0,6142.44,13.02
225772,1036,2025/11,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Kerosene,Al público,1066.10,1617.89,3.79,1800.00,NO,0,294.34,16.51,17.06,0,0,223.88,0
229896,719,2025/11,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Nafta (súper) entre 92 y 95 Ron,Al público,1090.41,1606.01,181.27,1640.00,NO,0,244.39,14.97,27.26,12.29,47.24,228.99,0
229897,719,2025/11,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Gas Oil Grado 2,Al público,1098.07,1578.02,52.11,1643.00,NO,0,199.20,22.71,27.45,12.29,46.20,230.59,0
229898,719,2025/11,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Gas Oil Grado 3,Al público,1273.02,1770.78,34.31,1804.00,NO,0,178.29,20.32,31.83,12.29,51.51,267.33,0
229899,719,2025/11,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,GNC,Al público,445.94,569.00,83027.00,569.00,NO,0,0,0,20.07,12.29,15.94,93.65,9.62
229900,719,2025/11,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1286.90,1855.11,46.60,1892.00,NO,0,244.39,14.97,38.61,12.29,54.12,270.25,0
229901,719,2025/11,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Kerosene,Al público,1001.62,1564.91,1.29,1628.00,NO,0,294.34,33.56,25.04,12.29,46.53,210.34,0
230977,8252,2025/11,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Gas Oil Grado 3,Al público,1156.97,1678.61,116.06,1861.00,NO,0,179.28,20.43,0,0,0,288.32,0
230978,8252,2025/11,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Kerosene,Al público,1094.00,1634.90,2.56,1687.00,NO,0,294.34,33.56,0,0,0,235.87,0
230981,8252,2025/11,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1326.47,1863.84,48.52,1924.00,NO,0,244.39,14.97,0,0,0,288.90,0
230984,8252,2025/11,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Gas Oil Grado 2,Al público,1206.97,1680.02,221.74,1717.00,NO,0,195.22,22.25,0,0,0,260.24,0
230985,8252,2025/11,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,1147.09,1646.60,143.40,1739.00,NO,0,244.39,14.97,0,0,0,256.79,0
230986,8252,2025/11,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,GNC,Al público,652.66,799.00,52950.00,799.00,NO,0,0,0,0,0,0,137.05,9.28
233803,10979,2025/11,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Gas Oil Grado 3,Al público,1464.23,1945.98,24.72,1945.98,NO,0,156.45,17.83,0,10.25,36.61,307.49,0
233804,10979,2025/11,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Nafta (súper) entre 92 y 95 Ron,Al público,1210.66,1675.00,98.15,1675.00,NO,0,197.98,12.13,0,8.47,30.27,254.24,0
233805,10979,2025/11,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1375.94,1875.04,4.28,1875.04,NO,0,197.98,12.13,0,7.71,34.40,288.95,0
233806,10979,2025/11,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Gas Oil Grado 2,Al público,1237.53,1669.00,141.56,1669.00,NO,0,154.10,17.48,0,8.66,30.94,259.88,0
234848,7672,2025/11,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Nafta (común) hasta 92 Ron,Al público,1145.53,1644.62,69.18,1680.00,NO,0,244.39,14.97,0,0,0,246.56,0
234849,7672,2025/11,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,GNC,Al público,636.39,783.52,46144.00,790.00,NO,0,0,0,0,0,0,134.77,13.50
234850,7672,2025/11,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1374.55,1921.37,12.40,1960.00,NO,0,244.39,14.97,0,0,0,295.15,0
234851,7672,2025/11,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Gas Oil Grado 3,Al público,1370.93,1862.32,21.35,1910.00,NO,0,183.86,20.96,0,0,0,295.94,0
234852,7672,2025/11,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Gas Oil Grado 2,Al público,1216.73,1677.23,88.31,1710.00,NO,0,184.06,20.98,0,0,0,261.19,0
235087,189,2025/11,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1388.90,1939.02,15.36,1999.00,NO,0,243.53,14.92,0,0,0,415.36,0
235092,189,2025/11,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Gas Oil Grado 2,Al público,1315.30,1798.31,28.01,1889.00,NO,0,185.64,21.16,0,0,0,555.13,0
235095,189,2025/11,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Gas Oil Grado 3,Al público,1474.51,1990.47,21.39,2039.00,NO,0,185.21,21.11,0,0,0,808.18,0
235100,189,2025/11,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Nafta (súper) entre 92 y 95 Ron,Al público,1148.47,1648.07,109.92,1689.00,NO,0,243.51,14.92,0,0,0,255.50,0
